US,Total,10119314,0.16,26787125428,0.13,8998922,0.17,2907299,0.92,24860727374,0.14,1926398054,0.43,192697453,0.61,0
US,Financial Admin.,189927,0.57,471754686,0.48,178346,0.54,41895,3.39,449489570,0.48,22265116,3.07,2158867,3.36,0
US,Other Government Admin.,192638,0.88,507273230,0.58,172568,0.85,186686,7.07,460975505,0.58,46297725,2.65,3835821,3.37,0
US,Judicial and Legal,203559,0.52,565434063,0.41,190882,0.52,27890,2.53,541013048,0.41,24421015,2.8,1908269,2.22,0
US,Police Protection-Officers,530452,0.45,1837057458,0.35,520308,0.44,30667,3.54,1819817460,0.35,17239998,3.45,1829996,4.11,0
US,Police Protection-Other,158740,0.55,353065986,0.41,134809,0.53,62833,1.6,317132308,0.43,35933678,1.34,4231782,1.49,0
US,Firefighters,256001,2.1,898226128,1.21,243947,1.89,92368,6.71,881447832,1.22,16778296,8.23,2141151,10.38,0
US,Fire-Other,18325,2.28,52035686,1.85,17013,2.07,6570,9.62,49672007,1.92,2363679,6.12,236029,7.34,0
US,Correction,205767,0.64,558635516,0.47,198640,0.64,14838,1.64,546534761,0.48,12100755,1.24,1229999,1.75,0
US,Streets & Highways,289887,0.69,690423319,0.58,277746,0.68,24846,4.29,672670867,0.59,17752452,3.02,2119048,3.54,0
US,Air Transportation,33362,0.64,96101317,0.67,32127,0.64,2474,2.7,93992880,0.68,2108437,2.37,224834,2.27,1
US,Water Transport/Terminals,7013,1.11,23179664,1.13,6573,0.87,901,8.18,22318757,1.14,860907,6.71,78899,10.24,1
US,Public Welfare,265058,0.66,596913079,0.48,243430,0.63,42217,1.89,563067916,0.5,33845163,1.8,3742020,2.28,0
US,Health,208558,0.72,545973743,0.51,185507,0.74,51998,2.58,498643869,0.54,47329874,1.33,4007763,1.61,0
US,Hospitals,551364,0.86,1399327152,0.82,479296,0.9,128246,1.34,1223031963,0.91,176295189,1.41,12605004,1.47,0
US,Solid Waste Management,107218,0.74,257591711,0.61,101810,0.75,11946,4.08,250049683,0.63,7542028,2.35,978947,2.75,0
US,Sewerage,123361,0.76,340655782,0.66,120538,0.73,7658,7.65,335937874,0.66,4717908,6.34,502944,7.39,0
US,Parks & Recreation,207300,0.69,421079487,0.55,147844,0.53,166565,2.61,339087778,0.58,81991709,1.51,10456408,1.51,0
US,Housing & Community Dev.,124279,1.39,314733086,1.14,117605,1.39,13881,3.7,303649422,1.18,11083664,2.84,1119531,3.12,1
US,Natural Resources,36124,0.88,79987345,0.74,33158,0.86,10075,5.15,75491092,0.75,4496253,3.93,538749,5.23,0
US,Water Supply,151998,0.83,407428226,0.77,146941,0.81,17537,5.64,398293398,0.78,9134828,4.02,952067,5,0
US,Electric Power,74805,0.7,270402685,0.54,73154,0.63,3163,7.81,267006156,0.55,3396529,3.81,288426,6.35,1
US,Gas Supply,10476,1.45,27742804,0.82,10350,1.33,280,17.92,27477916,0.82,264888,6.97,24388,12.42,0
US,Transit,187471,0.13,595451016,0.09,174894,0.11,15150,0.75,570345647,0.09,25105369,0.51,2165186,0.55,0
US,Elem & Sec School Instruc.,3736632,0.23,10990016953,0.19,3424013,0.21,753384,0.78,10440333233,0.2,549683720,0.82,52289104,1.6,0
US,Elem & Sec School-Other,1604563,0.28,2830439465,0.5,1267848,0.55,756676,2.55,2324507007,0.58,505932458,0.92,58175291,0.89,0
US,Higher Education-Instruc.,121075,0.05,448958360,0.05,78640,0.07,147079,0.06,325630553,0.07,123327807,0.05,7329304,0.07,0
US,Higher Education-Other,156893,0.2,348093211,0.27,111391,0.29,123473,0.05,290092800,0.32,58000411,0.02,7649021,0.02,0
US,Libraries,102791,0.72,206151031,0.53,74130,0.63,72658,1.59,164083065,0.56,42067966,1.45,5002018,1.62,0
US,Other & Unallocable,263677,1.94,652993239,1.24,235414,1.94,93345,5.14,608933007,1.31,44060232,3.53,4876587,3.74,1
AL,Total,165125,0.77,328943982,0.72,156513,0.85,26689,4.17,315691810,0.74,13252172,2.45,1523965,3.21,0
AL,Financial Admin.,3326,4.28,6900001,4.38,3241,4.23,170,12.72,6782376,4.45,117625,12.24,16612,11.56,1
AL,Other Government Admin.,2000,5.08,4392143,3.38,1801,5.48,1748,27.75,3809970,3.33,582173,13.23,42932,11.12,1
AL,Judicial and Legal,1484,3.75,3263609,2.99,1346,4.21,607,13.73,2974400,3.02,289209,13.22,23829,10.69,1
AL,Police Protection-Officers,7780,1.98,19816715,1.69,7717,2.07,263,23.13,19692466,1.7,124249,28.27,18004,26.92,1
AL,Police Protection-Other,2096,3.97,3456402,2.85,1840,3.63,727,7.57,3117943,2.96,338459,10.09,43828,10.96,0
AL,Firefighters,4348,1.09,11171204,1.05,4290,1.01,322,35.63,11086052,1.03,85152,29.71,11226,30.44,0
AL,Fire-Other,139,1.76,316978,2.01,136,1.42,14,10.67,312756,1.97,4222,39.16,546,36.93,1
AL,Correction,2437,5.81,4884543,3.56,2292,5.3,247,24.37,4733082,3.58,151461,25.25,25166,24.91,0
AL,Streets & Highways,6563,3.39,11941845,3.62,6411,3.25,208,37.29,11785005,3.63,156840,37.95,26254,39.07,1
AL,Air Transportation,387,0,809358,0,379,0,18,0,798823,0,10535,0,1409,0,0
AL,Water Transport/Terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Public Welfare,1128,9.85,1588596,6.28,928,9.16,390,32.17,1363669,5.83,224927,26.76,36403,34.29,0
AL,Health,3906,0.16,7745098,0.29,3567,0.18,850,5.88,7313603,0.17,431495,4.4,64860,4.86,0
AL,Hospitals,20087,2.25,40835834,2.04,17338,2.23,4429,3.93,35267310,2.33,5568524,2.69,486439,3.17,0
AL,Solid Waste Management,3537,4.56,6002952,4.38,3412,4.72,222,0,5842494,4.5,160458,0,20336,0,0
AL,Sewerage,1385,3.4,3021825,2.52,1384,3.39,2,0,3020326,2.52,1499,0,241,0,1
AL,Parks & Recreation,2907,2.04,4962185,1.71,2428,2.36,974,2.17,4430872,1.9,531313,1.99,82962,2.2,1
AL,Housing & Community Dev.,2828,18.3,5539598,12.75,2611,17.41,336,38.16,5208506,13.46,331092,25.23,37404,33.38,0
AL,Natural Resources,187,2.03,289097,1.38,158,2.4,53,0,258869,1.54,30228,0,4905,0,1
AL,Water Supply,2826,6.46,6083534,4.67,2692,5.33,2022,15.74,5904516,4.46,179018,59.44,27502,64.45,1
AL,Electric Power,1187,1.11,3372302,0.89,1171,1.12,30,0,3345052,0.9,27250,0,3058,0,1
AL,Gas Supply,930,4.74,2186812,4.72,918,4.8,20,6.01,2174274,4.75,12538,8.38,2085,7.93,0
AL,Transit,379,0,660162,0,320,0,92,0,576391,0,83771,0,10411,0,1
AL,Elem & Sec School Instruc.,60592,1.24,135371787,1.21,59494,1.32,6328,7.23,134020517,1.22,1351270,7.83,184475,8.02,0
AL,Elem & Sec School-Other,26068,1.04,31697723,2.6,24588,2.77,4845,9.07,29988838,2.69,1708885,9.63,256527,7.95,1
AL,Higher Education-Instruc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Higher Education-Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,Libraries,890,2.85,1502954,1.96,691,3.74,427,5.1,1262134,1.94,240820,6.81,33699,6.88,0
AL,Other & Unallocable,5728,12.67,11130725,7.98,5360,12.2,1345,18,10621566,8.32,509159,17.84,62852,31.05,0
AK,Total,23561,1.81,90170236,1.25,20523,1.95,11485,24.61,83142814,1.2,7027422,7.45,523278,10.57,0
AK,Financial Admin.,811,4.22,3040280,2.91,768,3.72,111,63.74,2934407,2.79,105873,31.86,7675,53.04,0
AK,Other Government Admin.,1031,9.67,3628040,5.54,863,5.34,386,51.28,3220872,2.77,407168,44.2,32712,62.04,0
AK,Judicial and Legal,90,0,468059,0,87,0,3,0,462609,0,5450,0,445,0,0
AK,Police Protection-Officers,925,12.28,5274181,7.71,903,12.79,33,80.19,5242539,7.74,31642,73.18,3391,82.2,0
AK,Police Protection-Other,429,17.37,1433568,12.41,418,17.83,23,20.4,1413707,12.58,19861,15.39,1872,12.62,0
AK,Firefighters,599,3.22,3123438,2.11,577,3.3,107,14.91,3084960,2.13,38478,11.23,3429,9.3,0
AK,Fire-Other,60,0,276378,0,59,0,3,0,272617,0,3761,0,268,0,0
AK,Correction,41,0,132537,0,38,0,4,0,126564,0,5973,0,507,0,1
AK,Streets & Highways,904,6.99,3636544,4.99,847,7.47,72,0,3506589,5.17,129955,0,10107,0,0
AK,Air Transportation,61,0,176267,0,54,0,5,0,166790,0,9477,0,1100,0,1
AK,Water Transport/Terminals,156,22.3,546796,16.54,141,19.74,22,31.63,522273,17.25,24523,31.21,2121,36.09,0
AK,Public Welfare,139,12.74,514524,5.17,102,0,55,48.31,458072,0,56452,47.12,6467,49.72,1
AK,Health,565,4.04,2182480,4.11,505,4.52,133,0,2040415,4.4,142065,0,10341,0,0
AK,Hospitals,153,0,449565,0,105,0,67,0,335094,0,114471,0,8638,0,0
AK,Solid Waste Management,259,5.75,1066908,4.42,243,6.13,44,34.57,1026680,4.6,40228,0.68,2995,1.52,0
AK,Sewerage,414,11.18,1846092,3.61,393,11.77,20,0,1796872,3.71,49220,0,3751,0,0
AK,Parks & Recreation,611,2.02,1602251,1.82,366,3.06,452,2.32,1192163,2.41,410088,1.27,43708,1.6,0
AK,Housing & Community Dev.,678,3.09,2174301,2.61,506,4.04,168,1.49,1703493,3.33,470808,0.51,27975,0.67,0
AK,Natural Resources,47,0,125167,0,14,0,52,0,47091,0,78076,0,5846,0,0
AK,Water Supply,386,9.14,1408888,7.23,366,8.11,34,78.15,1335114,7.55,73774,19.65,3777,46.2,0
AK,Electric Power,662,5.85,3624679,3.48,605,3.89,110,64.15,3491285,3.38,133394,33.34,9486,55.97,0
AK,Gas Supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AK,Transit,297,0,975911,0,259,0,45,0,847979,0,127932,0,6570,0,0
AK,Elem & Sec School Instruc.,8389,0.85,32363911,0.81,7532,0.91,3135,0.84,30023804,0.87,2340107,0.59,148330,0.65,0
AK,Elem & Sec School-Other,2980,1.18,8551341,0.94,2476,1.06,2046,1.97,7444342,1.06,1106999,1.65,88015,1.59,1
AK,Higher Education-Instruc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Higher Education-Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Libraries,328,3.7,905952,2.41,229,3.45,185,9.16,699478,2.89,206474,4.01,17512,8.48,1
AK,Other & Unallocable,2546,12.08,10642178,3.59,2067,7.37,4170,67.18,9747005,1.7,895173,38.44,76240,44.82,0
AZ,Total,160643,0.69,408176459,0.7,140676,1.07,40443,2.29,378265011,0.74,29911448,2.19,3493611,2.35,0
AZ,Financial Admin.,3359,1.74,8372986,1.48,3291,1.73,137,3.39,8270950,1.5,102036,6.94,12092,6.55,0
AZ,Other Government Admin.,3631,2.75,10763634,2.53,3404,2.88,632,22.79,10287275,2.64,476359,5.4,40685,4.09,0
AZ,Judicial and Legal,6008,1.13,16579669,1.06,5745,1.32,692,3.61,16066634,1.09,513035,2.3,46339,4,0
AZ,Police Protection-Officers,7682,2.1,26378546,1.41,7656,2.11,44,42.97,26336615,1.41,41931,50.14,4427,49.07,0
